time_local,turbine,time_utc,p10,p50,p90,curve,hours_ahead,lead_day,ws_mean,ws_spread,temp,icing_risk,issue_local
2026-02-01 08:00:00,T1,2026-02-01 02:00:00,0.0,0.0404,0.3859,0.3725,10.0,1,7.1633,6.175,-2.5167,0.0,2026-01-31 22:00:00
2026-02-01 08:00:00,T2,2026-02-01 02:00:00,0.0,0.0361,0.3852,0.3725,10.0,1,7.1633,6.175,-2.5167,0.0,2026-01-31 22:00:00
2026-02-01 08:00:00,ВЭС,2026-02-01 02:00:00,0.0,0.0383,0.3856,0.3725,10.0,1,7.1633,6.175,-2.5167,0.0,2026-01-31 22:00:00
2026-02-01 09:00:00,T1,2026-02-01 03:00:00,0.0,0.1741,0.739,0.4396,11.0,1,8.09,4.44,-1.3667,0.0,2026-01-31 22:00:00
2026-02-01 09:00:00,T2,2026-02-01 03:00:00,0.0,0.1706,0.7383,0.4396,11.0,1,8.09,4.44,-1.3667,0.0,2026-01-31 22:00:00
2026-02-01 09:00:00,ВЭС,2026-02-01 03:00:00,0.0,0.1724,0.7386,0.4396,11.0,1,8.09,4.44,-1.3667,0.0,2026-01-31 22:00:00
2026-02-01 10:00:00,T1,2026-02-01 04:00:00,0.0,0.2131,0.8073,0.4837,12.0,1,8.4383,4.275,0.6833,0.0,2026-01-31 22:00:00
2026-02-01 10:00:00,T2,2026-02-01 04:00:00,0.0,0.2102,0.8048,0.4837,12.0,1,8.4383,4.275,0.6833,0.0,2026-01-31 22:00:00
2026-02-01 10:00:00,ВЭС,2026-02-01 04:00:00,0.0,0.2117,0.806,0.4837,12.0,1,8.4383,4.275,0.6833,0.0,2026-01-31 22:00:00
2026-02-01 11:00:00,T1,2026-02-01 05:00:00,0.0,0.1332,0.7947,0.4212,1.0,1,7.785,4.77,2.5167,0.0,2026-02-01 10:00:00
2026-02-01 11:00:00,T2,2026-02-01 05:00:00,0.0,0.1342,0.7933,0.4212,1.0,1,7.785,4.77,2.5167,0.0,2026-02-01 10:00:00
2026-02-01 11:00:00,ВЭС,2026-02-01 05:00:00,0.0,0.1337,0.794,0.4212,1.0,1,7.785,4.77,2.5167,0.0,2026-02-01 10:00:00
2026-02-01 12:00:00,T1,2026-02-01 06:00:00,0.0,0.179,0.6843,0.3725,2.0,1,7.175,6.38,3.8,0.0,2026-02-01 10:00:00
2026-02-01 12:00:00,T2,2026-02-01 06:00:00,0.0,0.1822,0.6828,0.3725,2.0,1,7.175,6.38,3.8,0.0,2026-02-01 10:00:00
2026-02-01 12:00:00,ВЭС,2026-02-01 06:00:00,0.0,0.1806,0.6835,0.3725,2.0,1,7.175,6.38,3.8,0.0,2026-02-01 10:00:00
2026-02-01 13:00:00,T1,2026-02-01 07:00:00,0.0,0.2284,0.6705,0.3379,3.0,1,6.9333,7.28,4.9,0.0,2026-02-01 10:00:00
2026-02-01 13:00:00,T2,2026-02-01 07:00:00,0.0,0.2305,0.669,0.3379,3.0,1,6.9333,7.28,4.9,0.0,2026-02-01 10:00:00
2026-02-01 13:00:00,ВЭС,2026-02-01 07:00:00,0.0,0.2295,0.6698,0.3379,3.0,1,6.9333,7.28,4.9,0.0,2026-02-01 10:00:00
2026-02-01 14:00:00,T1,2026-02-01 08:00:00,0.0,0.212,0.6281,0.3243,4.0,1,6.67,7.195,5.6,0.0,2026-02-01 10:00:00
2026-02-01 14:00:00,T2,2026-02-01 08:00:00,0.0,0.214,0.6274,0.3243,4.0,1,6.67,7.195,5.6,0.0,2026-02-01 10:00:00
2026-02-01 14:00:00,ВЭС,2026-02-01 08:00:00,0.0,0.213,0.6278,0.3243,4.0,1,6.67,7.195,5.6,0.0,2026-02-01 10:00:00
2026-02-01 15:00:00,T1,2026-02-01 09:00:00,0.0,0.1832,0.603,0.3243,5.0,1,6.5467,7.01,5.4833,0.0,2026-02-01 10:00:00
2026-02-01 15:00:00,T2,2026-02-01 09:00:00,0.0,0.1867,0.603,0.3243,5.0,1,6.5467,7.01,5.4833,0.0,2026-02-01 10:00:00
2026-02-01 15:00:00,ВЭС,2026-02-01 09:00:00,0.0,0.1849,0.603,0.3243,5.0,1,6.5467,7.01,5.4833,0.0,2026-02-01 10:00:00
2026-02-01 16:00:00,T1,2026-02-01 10:00:00,0.0,0.1861,0.6663,0.3243,6.0,1,6.755,6.76,4.4333,0.0,2026-02-01 10:00:00
2026-02-01 16:00:00,T2,2026-02-01 10:00:00,0.0,0.1852,0.6664,0.3243,6.0,1,6.755,6.76,4.4333,0.0,2026-02-01 10:00:00
2026-02-01 16:00:00,ВЭС,2026-02-01 10:00:00,0.0,0.1857,0.6664,0.3243,6.0,1,6.755,6.76,4.4333,0.0,2026-02-01 10:00:00
2026-02-01 17:00:00,T1,2026-02-01 11:00:00,0.0,0.2176,0.5887,0.3243,7.0,1,6.6033,6.61,2.85,0.0,2026-02-01 10:00:00
2026-02-01 17:00:00,T2,2026-02-01 11:00:00,0.0,0.2116,0.5887,0.3243,7.0,1,6.6033,6.61,2.85,0.0,2026-02-01 10:00:00
2026-02-01 17:00:00,ВЭС,2026-02-01 11:00:00,0.0,0.2146,0.5887,0.3243,7.0,1,6.6033,6.61,2.85,0.0,2026-02-01 10:00:00
2026-02-01 18:00:00,T1,2026-02-01 12:00:00,0.0,0.1879,0.5641,0.3243,8.0,1,6.535,6.6,1.4,0.0,2026-02-01 10:00:00
2026-02-01 18:00:00,T2,2026-02-01 12:00:00,0.0,0.181,0.5641,0.3243,8.0,1,6.535,6.6,1.4,0.0,2026-02-01 10:00:00
2026-02-01 18:00:00,ВЭС,2026-02-01 12:00:00,0.0,0.1845,0.5641,0.3243,8.0,1,6.535,6.6,1.4,0.0,2026-02-01 10:00:00
2026-02-01 19:00:00,T1,2026-02-01 13:00:00,0.0,0.2357,0.6029,0.3379,9.0,1,6.9033,6.135,0.55,0.0,2026-02-01 10:00:00
2026-02-01 19:00:00,T2,2026-02-01 13:00:00,0.0,0.2302,0.6029,0.3379,9.0,1,6.9033,6.135,0.55,0.0,2026-02-01 10:00:00
2026-02-01 19:00:00,ВЭС,2026-02-01 13:00:00,0.0,0.233,0.6029,0.3379,9.0,1,6.9033,6.135,0.55,0.0,2026-02-01 10:00:00
2026-02-01 20:00:00,T1,2026-02-01 14:00:00,0.0,0.2266,0.587,0.3725,10.0,1,7.175,5.495,0.0833,0.0,2026-02-01 10:00:00
2026-02-01 20:00:00,T2,2026-02-01 14:00:00,0.0,0.2294,0.587,0.3725,10.0,1,7.175,5.495,0.0833,0.0,2026-02-01 10:00:00
2026-02-01 20:00:00,ВЭС,2026-02-01 14:00:00,0.0,0.228,0.587,0.3725,10.0,1,7.175,5.495,0.0833,0.0,2026-02-01 10:00:00
2026-02-01 21:00:00,T1,2026-02-01 15:00:00,0.0,0.2009,0.5972,0.3725,11.0,1,7.4117,5.075,-0.1833,0.0,2026-02-01 10:00:00
2026-02-01 21:00:00,T2,2026-02-01 15:00:00,0.0,0.203,0.5972,0.3725,11.0,1,7.4117,5.075,-0.1833,0.0,2026-02-01 10:00:00
2026-02-01 21:00:00,ВЭС,2026-02-01 15:00:00,0.0,0.2019,0.5972,0.3725,11.0,1,7.4117,5.075,-0.1833,0.0,2026-02-01 10:00:00
2026-02-01 22:00:00,T1,2026-02-01 16:00:00,0.08,0.2658,0.6569,0.3974,12.0,1,7.595,4.875,-0.4167,0.0,2026-02-01 10:00:00
2026-02-01 22:00:00,T2,2026-02-01 16:00:00,0.0,0.2651,0.6569,0.3974,12.0,1,7.595,4.875,-0.4167,0.0,2026-02-01 10:00:00
2026-02-01 22:00:00,ВЭС,2026-02-01 16:00:00,0.04,0.2654,0.6569,0.3974,12.0,1,7.595,4.875,-0.4167,0.0,2026-02-01 10:00:00
2026-02-01 23:00:00,T1,2026-02-01 17:00:00,0.0496,0.2195,0.6588,0.4212,1.0,1,7.7417,5.0,-0.7,0.0,2026-02-01 22:00:00
2026-02-01 23:00:00,T2,2026-02-01 17:00:00,0.0,0.2186,0.6588,0.4212,1.0,1,7.7417,5.0,-0.7,0.0,2026-02-01 22:00:00
2026-02-01 23:00:00,ВЭС,2026-02-01 17:00:00,0.0248,0.2191,0.6588,0.4212,1.0,1,7.7417,5.0,-0.7,0.0,2026-02-01 22:00:00
2026-02-02 00:00:00,T1,2026-02-01 18:00:00,0.0376,0.1791,0.6595,0.4253,2.0,1,7.8967,5.44,-0.8833,0.0,2026-02-01 22:00:00
2026-02-02 00:00:00,T2,2026-02-01 18:00:00,0.0,0.1766,0.6595,0.4253,2.0,1,7.8967,5.44,-0.8833,0.0,2026-02-01 22:00:00
2026-02-02 00:00:00,ВЭС,2026-02-01 18:00:00,0.0188,0.1779,0.6595,0.4253,2.0,1,7.8967,5.44,-0.8833,0.0,2026-02-01 22:00:00
2026-02-02 01:00:00,T1,2026-02-01 19:00:00,0.0771,0.1561,0.7081,0.4461,3.0,1,8.2367,6.075,-1.05,0.0,2026-02-01 22:00:00
2026-02-02 01:00:00,T2,2026-02-01 19:00:00,0.0189,0.1536,0.7067,0.4461,3.0,1,8.2367,6.075,-1.05,0.0,2026-02-01 22:00:00
2026-02-02 01:00:00,ВЭС,2026-02-01 19:00:00,0.048,0.1549,0.7074,0.4461,3.0,1,8.2367,6.075,-1.05,0.0,2026-02-01 22:00:00
2026-02-02 02:00:00,T1,2026-02-01 20:00:00,0.0375,0.3065,0.8206,0.5291,4.0,1,8.765,6.07,-1.25,0.0,2026-02-01 22:00:00
2026-02-02 02:00:00,T2,2026-02-01 20:00:00,0.0143,0.3038,0.8166,0.5291,4.0,1,8.765,6.07,-1.25,0.0,2026-02-01 22:00:00
2026-02-02 02:00:00,ВЭС,2026-02-01 20:00:00,0.0259,0.3051,0.8186,0.5291,4.0,1,8.765,6.07,-1.25,0.0,2026-02-01 22:00:00
2026-02-02 03:00:00,T1,2026-02-01 21:00:00,0.0322,0.5266,0.9275,0.5984,5.0,1,9.435,5.195,-1.5,0.0,2026-02-01 22:00:00
2026-02-02 03:00:00,T2,2026-02-01 21:00:00,0.0,0.5296,0.9224,0.5984,5.0,1,9.435,5.195,-1.5,0.0,2026-02-01 22:00:00
2026-02-02 03:00:00,ВЭС,2026-02-01 21:00:00,0.0161,0.5281,0.925,0.5984,5.0,1,9.435,5.195,-1.5,0.0,2026-02-01 22:00:00
2026-02-02 04:00:00,T1,2026-02-01 22:00:00,0.0962,0.7667,0.9496,0.681,6.0,1,10.0883,4.19,-1.7333,0.0,2026-02-01 22:00:00
2026-02-02 04:00:00,T2,2026-02-01 22:00:00,0.0851,0.7697,0.9438,0.681,6.0,1,10.0883,4.19,-1.7333,0.0,2026-02-01 22:00:00
2026-02-02 04:00:00,ВЭС,2026-02-01 22:00:00,0.0906,0.7682,0.9467,0.681,6.0,1,10.0883,4.19,-1.7333,0.0,2026-02-01 22:00:00
2026-02-02 05:00:00,T1,2026-02-01 23:00:00,0.3521,0.7857,0.9547,0.7536,7.0,1,10.7333,3.19,-1.8,0.0,2026-02-01 22:00:00
2026-02-02 05:00:00,T2,2026-02-01 23:00:00,0.375,0.7837,0.9425,0.7536,7.0,1,10.7333,3.19,-1.8,0.0,2026-02-01 22:00:00
2026-02-02 05:00:00,ВЭС,2026-02-01 23:00:00,0.3635,0.7847,0.9486,0.7536,7.0,1,10.7333,3.19,-1.8,0.0,2026-02-01 22:00:00
2026-02-02 06:00:00,T1,2026-02-02 00:00:00,0.3524,0.6877,0.9585,0.7639,8.0,1,11.2983,2.395,-1.8,0.0,2026-02-01 22:00:00
2026-02-02 06:00:00,T2,2026-02-02 00:00:00,0.3761,0.6825,0.9455,0.7639,8.0,1,11.2983,2.395,-1.8,0.0,2026-02-01 22:00:00
2026-02-02 06:00:00,ВЭС,2026-02-02 00:00:00,0.3642,0.6851,0.952,0.7639,8.0,1,11.2983,2.395,-1.8,0.0,2026-02-01 22:00:00
2026-02-02 07:00:00,T1,2026-02-02 01:00:00,0.2709,0.5876,0.9549,0.8017,9.0,1,11.6167,2.105,-1.8667,0.0,2026-02-01 22:00:00
2026-02-02 07:00:00,T2,2026-02-02 01:00:00,0.3677,0.5819,0.9432,0.8017,9.0,1,11.6167,2.105,-1.8667,0.0,2026-02-01 22:00:00
2026-02-02 07:00:00,ВЭС,2026-02-02 01:00:00,0.3193,0.5847,0.949,0.8017,9.0,1,11.6167,2.105,-1.8667,0.0,2026-02-01 22:00:00
2026-02-02 08:00:00,T1,2026-02-02 02:00:00,0.3285,0.5775,0.9528,0.8017,10.0,1,11.925,2.36,-1.4667,0.0,2026-02-01 22:00:00
2026-02-02 08:00:00,T2,2026-02-02 02:00:00,0.3777,0.5718,0.9407,0.8017,10.0,1,11.925,2.36,-1.4667,0.0,2026-02-01 22:00:00
2026-02-02 08:00:00,ВЭС,2026-02-02 02:00:00,0.3531,0.5747,0.9467,0.8017,10.0,1,11.925,2.36,-1.4667,0.0,2026-02-01 22:00:00
2026-02-02 09:00:00,T1,2026-02-02 03:00:00,0.3819,0.6671,0.9609,0.8017,11.0,1,12.1283,2.26,-0.0667,0.0,2026-02-01 22:00:00
2026-02-02 09:00:00,T2,2026-02-02 03:00:00,0.264,0.6635,0.9537,0.8017,11.0,1,12.1283,2.26,-0.0667,0.0,2026-02-01 22:00:00
2026-02-02 09:00:00,ВЭС,2026-02-02 03:00:00,0.3229,0.6653,0.9573,0.8017,11.0,1,12.1283,2.26,-0.0667,0.0,2026-02-01 22:00:00
2026-02-02 10:00:00,T1,2026-02-02 04:00:00,0.3091,0.5972,0.9538,0.8291,12.0,1,12.3433,2.555,2.05,0.0,2026-02-01 22:00:00
2026-02-02 10:00:00,T2,2026-02-02 04:00:00,0.2007,0.5849,0.9474,0.8291,12.0,1,12.3433,2.555,2.05,0.0,2026-02-01 22:00:00
2026-02-02 10:00:00,ВЭС,2026-02-02 04:00:00,0.2549,0.5911,0.9506,0.8291,12.0,1,12.3433,2.555,2.05,0.0,2026-02-01 22:00:00
2026-02-02 11:00:00,T1,2026-02-02 05:00:00,0.3283,0.8983,0.9579,0.8017,1.0,1,12.1933,2.875,4.3167,0.0,2026-02-02 10:00:00
2026-02-02 11:00:00,T2,2026-02-02 05:00:00,0.206,0.8966,0.9521,0.8017,1.0,1,12.1933,2.875,4.3167,0.0,2026-02-02 10:00:00
2026-02-02 11:00:00,ВЭС,2026-02-02 05:00:00,0.2671,0.8975,0.955,0.8017,1.0,1,12.1933,2.875,4.3167,0.0,2026-02-02 10:00:00
2026-02-02 12:00:00,T1,2026-02-02 06:00:00,0.4068,0.872,0.9607,0.8017,2.0,1,12.09,3.315,6.1167,0.0,2026-02-02 10:00:00
2026-02-02 12:00:00,T2,2026-02-02 06:00:00,0.3203,0.8743,0.954,0.8017,2.0,1,12.09,3.315,6.1167,0.0,2026-02-02 10:00:00
2026-02-02 12:00:00,ВЭС,2026-02-02 06:00:00,0.3635,0.8732,0.9573,0.8017,2.0,1,12.09,3.315,6.1167,0.0,2026-02-02 10:00:00
2026-02-02 13:00:00,T1,2026-02-02 07:00:00,0.5774,0.9661,0.9679,0.8291,3.0,1,12.435,3.67,7.2,0.0,2026-02-02 10:00:00
2026-02-02 13:00:00,T2,2026-02-02 07:00:00,0.6286,0.9568,0.9571,0.8291,3.0,1,12.435,3.67,7.2,0.0,2026-02-02 10:00:00
2026-02-02 13:00:00,ВЭС,2026-02-02 07:00:00,0.603,0.9614,0.9625,0.8291,3.0,1,12.435,3.67,7.2,0.0,2026-02-02 10:00:00
2026-02-02 14:00:00,T1,2026-02-02 08:00:00,0.6212,0.9594,0.9672,0.8291,4.0,1,12.47,3.695,7.6833,0.0,2026-02-02 10:00:00
2026-02-02 14:00:00,T2,2026-02-02 08:00:00,0.5898,0.9463,0.958,0.8291,4.0,1,12.47,3.695,7.6833,0.0,2026-02-02 10:00:00
2026-02-02 14:00:00,ВЭС,2026-02-02 08:00:00,0.6055,0.9528,0.9626,0.8291,4.0,1,12.47,3.695,7.6833,0.0,2026-02-02 10:00:00
2026-02-02 15:00:00,T1,2026-02-02 09:00:00,0.5017,0.9468,0.9635,0.8017,5.0,1,12.13,2.785,7.45,0.0,2026-02-02 10:00:00
2026-02-02 15:00:00,T2,2026-02-02 09:00:00,0.4341,0.945,0.955,0.8017,5.0,1,12.13,2.785,7.45,0.0,2026-02-02 10:00:00
2026-02-02 15:00:00,ВЭС,2026-02-02 09:00:00,0.4679,0.9459,0.9593,0.8017,5.0,1,12.13,2.785,7.45,0.0,2026-02-02 10:00:00
2026-02-02 16:00:00,T1,2026-02-02 10:00:00,0.2093,0.8567,0.9638,0.7639,6.0,1,11.2533,1.97,6.3667,0.0,2026-02-02 10:00:00
2026-02-02 16:00:00,T2,2026-02-02 10:00:00,0.1915,0.858,0.9596,0.7639,6.0,1,11.2533,1.97,6.3667,0.0,2026-02-02 10:00:00
2026-02-02 16:00:00,ВЭС,2026-02-02 10:00:00,0.2004,0.8573,0.9617,0.7639,6.0,1,11.2533,1.97,6.3667,0.0,2026-02-02 10:00:00
2026-02-02 17:00:00,T1,2026-02-02 11:00:00,0.0107,0.6783,0.9202,0.65,7.0,1,9.7933,3.985,4.5167,0.0,2026-02-02 10:00:00
2026-02-02 17:00:00,T2,2026-02-02 11:00:00,0.0,0.6762,0.9168,0.65,7.0,1,9.7933,3.985,4.5167,0.0,2026-02-02 10:00:00
2026-02-02 17:00:00,ВЭС,2026-02-02 11:00:00,0.0053,0.6772,0.9185,0.65,7.0,1,9.7933,3.985,4.5167,0.0,2026-02-02 10:00:00
2026-02-02 18:00:00,T1,2026-02-02 12:00:00,0.0,0.4255,0.7297,0.4309,8.0,1,8.1017,6.445,2.7333,0.0,2026-02-02 10:00:00
2026-02-02 18:00:00,T2,2026-02-02 12:00:00,0.0,0.3992,0.7292,0.4309,8.0,1,8.1017,6.445,2.7333,0.0,2026-02-02 10:00:00
2026-02-02 18:00:00,ВЭС,2026-02-02 12:00:00,0.0,0.4123,0.7294,0.4309,8.0,1,8.1017,6.445,2.7333,0.0,2026-02-02 10:00:00
2026-02-02 19:00:00,T1,2026-02-02 13:00:00,0.0,0.1996,0.6552,0.3243,9.0,1,6.765,6.79,1.6,0.0,2026-02-02 10:00:00
2026-02-02 19:00:00,T2,2026-02-02 13:00:00,0.0,0.1952,0.6552,0.3243,9.0,1,6.765,6.79,1.6,0.0,2026-02-02 10:00:00
2026-02-02 19:00:00,ВЭС,2026-02-02 13:00:00,0.0,0.1974,0.6552,0.3243,9.0,1,6.765,6.79,1.6,0.0,2026-02-02 10:00:00
2026-02-02 20:00:00,T1,2026-02-02 14:00:00,0.0,0.1326,0.4572,0.2678,10.0,1,5.9133,6.16,0.95,0.0,2026-02-02 10:00:00
2026-02-02 20:00:00,T2,2026-02-02 14:00:00,0.0,0.132,0.4572,0.2678,10.0,1,5.9133,6.16,0.95,0.0,2026-02-02 10:00:00
2026-02-02 20:00:00,ВЭС,2026-02-02 14:00:00,0.0,0.1323,0.4572,0.2678,10.0,1,5.9133,6.16,0.95,0.0,2026-02-02 10:00:00
2026-02-02 21:00:00,T1,2026-02-02 15:00:00,0.0,0.0936,0.4393,0.2347,11.0,1,5.61,5.37,0.55,0.0,2026-02-02 10:00:00
2026-02-02 21:00:00,T2,2026-02-02 15:00:00,0.0,0.0923,0.4393,0.2347,11.0,1,5.61,5.37,0.55,0.0,2026-02-02 10:00:00
2026-02-02 21:00:00,ВЭС,2026-02-02 15:00:00,0.0,0.0929,0.4393,0.2347,11.0,1,5.61,5.37,0.55,0.0,2026-02-02 10:00:00
2026-02-02 22:00:00,T1,2026-02-02 16:00:00,0.0,0.0903,0.3728,0.2388,12.0,1,5.7683,4.49,0.1,0.0,2026-02-02 10:00:00
2026-02-02 22:00:00,T2,2026-02-02 16:00:00,0.0,0.0878,0.3729,0.2388,12.0,1,5.7683,4.49,0.1,0.0,2026-02-02 10:00:00
2026-02-02 22:00:00,ВЭС,2026-02-02 16:00:00,0.0,0.089,0.3728,0.2388,12.0,1,5.7683,4.49,0.1,0.0,2026-02-02 10:00:00
2026-02-02 23:00:00,T1,2026-02-02 17:00:00,0.0,0.1131,0.3907,0.2678,1.0,1,5.895,4.14,-0.35,0.0,2026-02-02 22:00:00
2026-02-02 23:00:00,T2,2026-02-02 17:00:00,0.0,0.1102,0.3907,0.2678,1.0,1,5.895,4.14,-0.35,0.0,2026-02-02 22:00:00
2026-02-02 23:00:00,ВЭС,2026-02-02 17:00:00,0.0,0.1116,0.3907,0.2678,1.0,1,5.895,4.14,-0.35,0.0,2026-02-02 22:00:00
2026-02-03 00:00:00,T1,2026-02-02 18:00:00,0.0,0.1211,0.4653,0.2843,2.0,1,6.315,3.895,-0.4333,0.0,2026-02-02 22:00:00
2026-02-03 00:00:00,T2,2026-02-02 18:00:00,0.0,0.1184,0.4653,0.2843,2.0,1,6.315,3.895,-0.4333,0.0,2026-02-02 22:00:00
2026-02-03 00:00:00,ВЭС,2026-02-02 18:00:00,0.0,0.1197,0.4653,0.2843,2.0,1,6.315,3.895,-0.4333,0.0,2026-02-02 22:00:00
2026-02-03 01:00:00,T1,2026-02-02 19:00:00,0.0661,0.2349,0.6716,0.3725,3.0,1,7.4067,3.19,-0.25,0.0,2026-02-02 22:00:00
2026-02-03 01:00:00,T2,2026-02-02 19:00:00,0.0455,0.2355,0.6716,0.3725,3.0,1,7.4067,3.19,-0.25,0.0,2026-02-02 22:00:00
2026-02-03 01:00:00,ВЭС,2026-02-02 19:00:00,0.0558,0.2352,0.6716,0.3725,3.0,1,7.4067,3.19,-0.25,0.0,2026-02-02 22:00:00
2026-02-03 02:00:00,T1,2026-02-02 20:00:00,0.046,0.3145,0.8642,0.519,4.0,1,8.6183,2.775,-0.0667,0.0,2026-02-02 22:00:00
2026-02-03 02:00:00,T2,2026-02-02 20:00:00,0.0362,0.3103,0.8628,0.519,4.0,1,8.6183,2.775,-0.0667,0.0,2026-02-02 22:00:00
2026-02-03 02:00:00,ВЭС,2026-02-02 20:00:00,0.0411,0.3124,0.8635,0.519,4.0,1,8.6183,2.775,-0.0667,0.0,2026-02-02 22:00:00
2026-02-03 03:00:00,T1,2026-02-02 21:00:00,0.0398,0.4469,0.9197,0.6301,5.0,1,9.5133,3.005,0.0167,0.0,2026-02-02 22:00:00
2026-02-03 03:00:00,T2,2026-02-02 21:00:00,0.0582,0.4333,0.9181,0.6301,5.0,1,9.5133,3.005,0.0167,0.0,2026-02-02 22:00:00
2026-02-03 03:00:00,ВЭС,2026-02-02 21:00:00,0.049,0.4401,0.9189,0.6301,5.0,1,9.5133,3.005,0.0167,0.0,2026-02-02 22:00:00
2026-02-03 04:00:00,T1,2026-02-02 22:00:00,0.0616,0.3674,0.912,0.681,6.0,1,10.095,3.5,-0.15,0.0,2026-02-02 22:00:00
2026-02-03 04:00:00,T2,2026-02-02 22:00:00,0.0909,0.3657,0.9077,0.681,6.0,1,10.095,3.5,-0.15,0.0,2026-02-02 22:00:00
2026-02-03 04:00:00,ВЭС,2026-02-02 22:00:00,0.0762,0.3666,0.9098,0.681,6.0,1,10.095,3.5,-0.15,0.0,2026-02-02 22:00:00
2026-02-03 05:00:00,T1,2026-02-02 23:00:00,0.0138,0.3026,0.8906,0.6794,7.0,1,9.9567,3.425,-0.45,0.0,2026-02-02 22:00:00
2026-02-03 05:00:00,T2,2026-02-02 23:00:00,0.0513,0.3008,0.8885,0.6794,7.0,1,9.9567,3.425,-0.45,0.0,2026-02-02 22:00:00
